
 540 atoms
 6 atom types

 0.000000 37.59365801343109 xlo xhi
 0.000000 21.52779524830364 ylo yhi
 0.000000 100.00000 zlo zhi
 -27.49615054720427 0.000000  0.000000 xy xz yz

 Masses 

1    95.950000
2    32.060000
3    32.060000
4    95.950000
5    78.971000
6    78.971000

 Atoms

   1 2   -19.747643    15.878833     0.000000
   2 3   -19.747643    15.878833     3.171852
   3 1   -23.621840    18.703051     1.585926
   4 2   -21.872900    18.169024     0.000000
   5 3   -21.872900    18.169024     3.171852
   6 1   -25.747098    20.993242     1.585926
   7 2   -23.998158    20.459215     0.000000
   8 3   -23.998158    20.459215     3.171852
   9 2    -5.999568     5.114935     0.000000
  10 3    -5.999568     5.114935     3.171852
  11 1    -9.873765     7.939153     1.585926
  12 2    -8.124825     7.405126     0.000000
  13 3    -8.124825     7.405126     3.171852
  14 1   -11.999022    10.229344     1.585926
  15 2   -10.250082     9.695317     0.000000
  16 3   -10.250082     9.695317     3.171852
  17 1   -14.124280    12.519535     1.585926
  18 2   -12.375340    11.985508     0.000000
  19 3   -12.375340    11.985508     3.171852
  20 1   -16.249537    14.809726     1.585926
  21 2   -14.500597    14.275699     0.000000
  22 3   -14.500597    14.275699     3.171852
  23 1   -18.374794    17.099917     1.585926
  24 2   -16.625854    16.565890     0.000000
  25 3   -16.625854    16.565890     3.171852
  26 1   -20.500052    19.390108     1.585926
  27 2   -18.751112    18.856081     0.000000
  28 3   -18.751112    18.856081     3.171852
  29 2   -20.876369    21.146272     0.000000
  30 3   -20.876369    21.146272     3.171852
  31 1    -0.376204     1.755638     1.585926
  32 2     1.372736     1.221611     0.000000
  33 3     1.372736     1.221611     3.171852
  34 1    -2.501462     4.045828     1.585926
  35 2    -0.752522     3.511802     0.000000
  36 3    -0.752522     3.511802     3.171852
  37 1    -4.626719     6.336019     1.585926
  38 2    -2.877779     5.801993     0.000000
  39 3    -2.877779     5.801993     3.171852
  40 1    -6.751976     8.626210     1.585926
  41 2    -5.003036     8.092184     0.000000
  42 3    -5.003036     8.092184     3.171852
  43 1    -8.877234    10.916401     1.585926
