# Time-averaged data for fix info
# TimeStep v_temp v_ke v_pe v_etotal v_vol
4900 802.84 55.9349 -830.055 -774.12 8669.9
5000 812.672 56.6199 -829.485 -772.865 8590.56
5100 819.807 57.1169 -828.809 -771.693 8662.64
5200 804.398 56.0434 -830.03 -773.986 8713.04
5300 785.525 54.7285 -831.452 -776.723 8602.5
5400 787.559 54.8702 -831.574 -776.704 8657.09
5500 800.574 55.7769 -830.093 -774.316 8609.05
5600 840.989 58.5927 -827.026 -768.434 8605.17
5700 841.639 58.638 -826.962 -768.324 8742.59
5800 821.873 57.2609 -827.796 -770.536 8595.25
5900 816.27 56.8705 -828.812 -771.942 8593.53
6000 802.727 55.927 -829.799 -773.872 8769.45
6100 789.393 54.998 -831.17 -776.172 8685.36
6200 787.23 54.8472 -831.335 -776.488 8654.97
6300 810.537 56.4711 -829.205 -772.734 8498.68
6400 841.555 58.6321 -827.02 -768.388 8719.8
6500 830.944 57.8929 -827.705 -769.812 8649.85
6600 809.382 56.3906 -829.347 -772.956 8591.98
6700 802.063 55.8807 -830.37 -774.489 8561.8
6800 792.243 55.1965 -830.952 -775.755 8757.69
6900 787.786 54.886 -830.936 -776.05 8715.46
7000 798.269 55.6164 -830.411 -774.794 8647.76
7100 818.56 57.0301 -828.6 -771.57 8596.22
7200 827.654 57.6637 -827.824 -770.16 8620.54
7300 811.243 56.5203 -829.39 -772.87 8822.03
7400 793.12 55.2576 -830.905 -775.647 8686.99
7500 794.77 55.3726 -830.826 -775.453 8595.99
7600 804.795 56.071 -830.107 -774.036 8515.74
7700 812.482 56.6066 -829.171 -772.565 8485.63
7800 811.38 56.5299 -829.087 -772.557 8765.66
7900 794.138 55.3285 -830.456 -775.127 8792.49
8000 782.868 54.5434 -831.53 -776.987 8686.97
8100 793.084 55.2551 -830.915 -775.66 8520.56
8200 814.946 56.7783 -828.587 -771.809 8722.17
8300 841.089 58.5997 -826.527 -767.928 8717.2
8400 833.878 58.0973 -827.223 -769.126 8698.63
8500 817.142 56.9313 -828.464 -771.533 8609.99
8600 811.264 56.5218 -829.27 -772.749 8651.87
8700 799.361 55.6924 -829.814 -774.122 8721.77
8800 794.642 55.3636 -830.456 -775.092 8734.13
8900 788.574 54.9409 -831.152 -776.212 8656.11
9000 770.835 53.705 -832.276 -778.571 8473.56
9100 757.277 52.7604 -833.543 -780.783 8517.45
9200 777.029 54.1365 -831.802 -777.666 8808.89
9300 807.022 56.2262 -829.281 -773.054 8745.31
9400 812.969 56.6405 -828.84 -772.2 8729.65
9500 807.646 56.2697 -829.37 -773.101 8779.68
9600 781.869 54.4737 -831.281 -776.807 8663.52
9700 774.217 53.9406 -832.031 -778.09 8625.86
9800 784.314 54.6441 -831.281 -776.637 8878.02
9900 801.811 55.8631 -829.999 -774.136 8636.95
10000 814.162 56.7237 -828.943 -772.22 8498.59
10100 810.783 56.4882 -829.122 -772.633 8599.67
10200 787.479 54.8646 -831.241 -776.376 8636.03
10300 764.194 53.2424 -832.866 -779.624 8826.43
10400 747.314 52.0663 -834.42 -782.353 8647.4
10500 738.399 51.4451 -835.326 -783.881 8605.78
10600 738.623 51.4608 -835.079 -783.618 8550.92
10700 756.59 52.7125 -833.706 -780.994 8444.05
10800 781.505 54.4484 -831.476 -777.027 8649.4
10900 782.722 54.5332 -831.496 -776.963 8617.76
11000 758.336 52.8342 -833.32 -780.486 8574.91
11100 753.135 52.4718 -833.83 -781.358 8581.66
11200 749.57 52.2234 -833.967 -781.743 8576.69
11300 741.684 51.674 -834.769 -783.095 8563.18
11400 730.077 50.8653 -835.834 -784.969 8498.62
11500 717.878 50.0154 -836.715 -786.7 8494.8
11600 725.758 50.5644 -836.153 -785.588 8643.12
11700 759.857 52.9402 -833.262 -780.322 8603.88
11800 771.808 53.7728 -832.227 -778.454 8531
11900 759.758 52.9332 -833.121 -780.188 8644.98
12000 740.424 51.5862 -834.802 -783.215 8598.7
12100 738.551 51.4558 -834.983 -783.527 8512.17
12200 749.254 52.2015 -834.198 -781.996 8639.84
12300 761.025 53.0215 -833.229 -780.208 8613.14
12400 755.616 52.6447 -833.545 -780.9 8564.24
12500 727.243 50.6679 -835.9 -785.232 8546.99
12600 730.285 50.8799 -835.733 -784.853 8636.3
12700 750.194 52.2669 -834.006 -781.739 8492.63
12800 766.284 53.3879 -832.523 -779.135 8474.88
12900 766.743 53.4199 -832.667 -779.247 8542.69
13000 759.986 52.9491 -833.238 -780.288 8672.18
13100 754.591 52.5733 -833.546 -780.972 8469.51
13200 755.747 52.6538 -833.634 -780.98 8467.34
13300 746.717 52.0247 -834.329 -782.304 8467.34
13400 733.667 51.1155 -835.388 -784.272 8454.28
13500 722.529 50.3394 -836.335 -785.995 8440.5
13600 725.22 50.5269 -836.11 -785.583 8452.42
13700 754.583 52.5727 -833.573 -781 8560.94
13800 774.496 53.9601 -831.83 -777.87 8643.69
13900 770.147 53.6571 -832.472 -778.815 8612.15
14000 750.718 52.3034 -834.014 -781.711 8596.09
14100 750.003 52.2536 -834.114 -781.86 8590.89
14200 748.225 52.1297 -834.208 -782.078 8631.99
14300 745.693 51.9533 -834.182 -782.228 8739.64
14400 745.279 51.9245 -834.311 -782.387 8702.43
14500 737.576 51.3878 -834.969 -783.581 8694.54
14600 732.582 51.0399 -835.104 -784.064 8825.61
14700 748.042 52.117 -834.1 -781.983 8516.29
14800 772.165 53.7977 -831.93 -778.132 8515.9
14900 779.477 54.3071 -831.327 -777.02 8707.21
15000 757.077 52.7465 -833.44 -780.693 8665.78
15100 745.029 51.907 -834.555 -782.648 8650.84
15200 745.282 51.9247 -834.342 -782.418 8747.31
15300 755.444 52.6327 -833.567 -780.934 8721.52
15400 765.649 53.3437 -832.869 -779.526 8721.52
15500 759.199 52.8943 -833.099 -780.204 8721.52
15600 745.911 51.9685 -834.358 -782.389 8603.25
15700 733.508 51.1044 -835.169 -784.064 8496.86
15800 742.313 51.7179 -834.814 -783.096 8499.45
15900 767.206 53.4522 -832.766 -779.313 8561.61
16000 791.625 55.1534 -830.188 -775.035 8697.78
16100 788.321 54.9233 -830.996 -776.073 8664.88
16200 769.684 53.6248 -832.331 -778.706 8545.25
16300 756.326 52.6941 -833.319 -780.624 8658.17
16400 747.02 52.0458 -834.313 -782.267 8727.43
16500 741.39 51.6535 -834.581 -782.927 8495.39
16600 737.708 51.397 -834.921 -783.524 8614.9
16700 732.41 51.0279 -835.716 -784.688 8546.39
16800 723.093 50.3788 -836.043 -785.664 8672.29
16900 742.771 51.7497 -834.639 -782.889 8710.88
17000 772.87 53.8468 -832.081 -778.234 8602.16
17100 772.476 53.8193 -831.7 -777.881 8570.35
17200 761.072 53.0248 -833.037 -780.013 8560.3
17300 752.397 52.4204 -833.532 -781.111 8701.19
17400 752.521 52.4291 -833.714 -781.285 8567.73
17500 750.247 52.2706 -833.804 -781.533 8483.69
17600 732.772 51.0531 -835.108 -784.054 8607.48
17700 719.765 50.1469 -836.423 -786.277 8598.89
17800 731.637 50.974 -835.469 -784.495 8710.53
17900 760.379 52.9765 -832.979 -780.002 8675.61
18000 774.317 53.9476 -831.809 -777.861 8672.23
18100 764.263 53.2471 -832.867 -779.62 8597.86
18200 750.162 52.2647 -833.782 -781.517 8562.19
18300 746.748 52.0269 -834.316 -782.289 8566.02
18400 744.112 51.8432 -834.145 -782.301 8663.02
18500 740.789 51.6117 -834.637 -783.026 8536.19
18600 724.433 50.4721 -835.967 -785.495 8622.64
18700 722.272 50.3215 -836.075 -785.753 8638.36
18800 751.706 52.3723 -833.701 -781.328 8660.4
18900 768.494 53.5419 -832.213 -778.671 8603.49
19000 769.473 53.6101 -832.081 -778.471 8561.4
19100 758.358 52.8357 -832.253 -779.417 8669.05
19200 758.278 52.8302 -832.701 -779.871 8684.9
19300 759.989 52.9494 -832.516 -779.566 8616.57
19400 755.499 52.6365 -833.34 -780.704 8532.91
19500 738.737 51.4687 -834.718 -783.25 8532.91
19600 734.51 51.1742 -835.255 -784.081 8543.83
19700 739.633 51.5311 -834.674 -783.143 8499.81
19800 746.994 52.044 -834.035 -781.991 8658.93
19900 756.142 52.6813 -833.069 -780.388 8779.5
20000 760.951 53.0164 -832.875 -779.859 8742.95
20100 749.861 52.2437 -833.872 -781.628 8407.01
20200 725.255 50.5294 -835.84 -785.311 8407.01
20300 707.206 49.2719 -837.234 -787.962 8400.18
20400 695.534 48.4587 -838.609 -790.15 8375.25
20500 690.523 48.1096 -838.944 -790.835 8450.51
20600 690.647 48.1182 -838.862 -790.744 8499.44
20700 694.649 48.397 -838.469 -790.072 8634.82
20800 702.509 48.9447 -837.941 -788.997 8466.75
20900 708.083 49.333 -837.193 -787.86 8428.3
21000 710.219 49.4818 -837.165 -787.683 8464.57
21100 697.166 48.5724 -838.292 -789.719 8511.42
21200 680.351 47.4009 -839.798 -792.397 8579.86
21300 679.197 47.3205 -839.717 -792.397 8443.19
21400 708.548 49.3654 -837.364 -787.999 8370.16
21500 720.131 50.1724 -836.289 -786.117 8418.52
21600 711.091 49.5426 -837.335 -787.793 8526.15
21700 694.373 48.3778 -838.632 -790.254 8526.15
21800 687.9 47.9268 -839.078 -791.152 8519.17
21900 694.267 48.3704 -838.616 -790.245 8456.37
22000 724.726 50.4926 -835.926 -785.433 8541.87
22100 732.509 51.0348 -835.458 -784.423 8539.66
22200 709.286 49.4168 -837.305 -787.888 8546.83
22300 696.891 48.5533 -838.619 -790.065 8542.85
22400 694.343 48.3757 -838.823 -790.447 8542.85
22500 698.942 48.6961 -838.235 -789.538 8527.25
22600 719.342 50.1174 -836.365 -786.248 8520.56
22700 739.882 51.5485 -835.013 -783.464 8578.05
22800 721.388 50.26 -836.498 -786.238 8583.31
22900 700.359 48.7949 -838.002 -789.207 8530.94
23000 696.862 48.5512 -838.38 -789.829 8583.63
23100 697.572 48.6007 -838.301 -789.7 8583.63
23200 693.694 48.3305 -838.85 -790.52 8529.07
23300 682.055 47.5196 -839.625 -792.106 8453.72
23400 683.546 47.6235 -839.742 -792.118 8453.72
23500 702.622 48.9525 -837.885 -788.933 8480.22
23600 720.742 50.215 -836.618 -786.403 8531.23
23700 717.01 49.955 -836.948 -786.993 8535.5
23800 698.999 48.7001 -838.346 -789.646 8535.5
23900 691.379 48.1692 -839.062 -790.892 8539.46
24000 695.802 48.4774 -838.612 -790.134 8597.28
24100 708.303 49.3483 -837.754 -788.405 8455.72
24200 714.709 49.7946 -837.102 -787.307 8491.47
24300 705.85 49.1774 -837.906 -788.729 8615.37
24400 684.082 47.6608 -839.449 -791.789 8414.85
24500 682.457 47.5476 -840.112 -792.564 8406.61
24600 698.726 48.6811 -838.503 -789.822 8475.55
24700 728.159 50.7317 -836.122 -785.39 8487.09
24800 728.611 50.7632 -836.047 -785.284 8427.28
24900 716.779 49.9389 -837.149 -787.21 8427.28
25000 699.024 48.7019 -838.436 -789.734 8540.81
25100 691.243 48.1597 -839.147 -790.987 8658.96
25200 692.735 48.2637 -838.898 -790.634 8658.96
25300 715.4 49.8428 -837.252 -787.41 8427.57
25400 735.888 51.2702 -835.341 -784.071 8376.78
25500 722.743 50.3544 -836.35 -785.996 8448.12
25600 704.084 49.0544 -837.927 -788.873 8465.06
25700 697.98 48.6291 -838.437 -789.808 8458.43
25800 696.367 48.5168 -838.677 -790.16 8482.98
25900 693.019 48.2835 -838.803 -790.519 8622.1
26000 691.687 48.1907 -838.924 -790.733 8619.91
26100 692.991 48.2815 -838.773 -790.492 8583.46
26200 707.215 49.2725 -837.886 -788.614 8582.83
26300 720.691 50.2114 -836.558 -786.346 8525.92
26400 720.914 50.2269 -836.555 -786.328 8506.5
26500 695.011 48.4223 -838.913 -790.491 8568.25
26600 683.53 47.6223 -839.531 -791.908 8660.85
26700 693.77 48.3358 -838.97 -790.634 8531.91
26800 712.699 49.6546 -837.271 -787.616 8383.55
26900 731.113 50.9375 -835.91 -784.973 8383.55
27000 729.134 50.7996 -835.915 -785.116 8429.57
27100 701.131 48.8487 -838.292 -789.444 8453.55
27200 686.913 47.8581 -839.497 -791.639 8536.01
27300 686.343 47.8184 -839.492 -791.674 8534.39
27400 702.5 48.944 -838.308 -789.364 8722.4
27500 724.889 50.5039 -836.376 -785.872 8698.14
27600 724.07 50.4468 -836.521 -786.074 8549.13
27700 695.477 48.4548 -838.792 -790.337 8432.07
27800 689.066 48.0081 -839.352 -791.344 8464.45
27900 696.68 48.5386 -838.703 -790.164 8683.81
28000 712.693 49.6542 -837.419 -787.765 8561.1
28100 722.725 50.3531 -836.436 -786.083 8532.15
28200 710.952 49.5329 -837.554 -788.021 8558.44
28300 684.892 47.7173 -839.754 -792.036 8571.76
28400 682.753 47.5682 -839.979 -792.411 8616.69
28500 699.423 48.7296 -838.51 -789.78 8634.17
28600 719.175 50.1058 -836.956 -786.85 8541.57
28700 720.111 50.171 -836.888 -786.717 8550.46
28800 710.386 49.4935 -837.509 -788.016 8550.82
28900 705.275 49.1374 -838.049 -788.911 8512.8
29000 698.73 48.6813 -838.825 -790.144 8550.06
29100 687.374 47.8902 -839.631 -791.741 8523.93
29200 676.075 47.103 -840.386 -793.283 8591.79
29300 682.002 47.5159 -840.038 -792.522 8524.92
29400 706.547 49.226 -837.992 -788.766 8587.03
29500 720.133 50.1726 -836.737 -786.564 8587.47
29600 711.982 49.6046 -837.52 -787.915 8588.5
29700 689.52 48.0397 -839.183 -791.143 8573.37
29800 683.435 47.6157 -839.514 -791.898 8470.58
29900 692.292 48.2328 -839.194 -790.961 8501.8
30000 702.904 48.9722 -838.234 -789.262 8486.28
30100 701.442 48.8703 -838.371 -789.5 8446.08
30200 677.547 47.2055 -840.378 -793.172 8607.29
30300 657.149 45.7843 -841.805 -796.021 8604.95
30400 642.615 44.7717 -843.211 -798.439 8476.57
30500 636.336 44.3343 -843.71 -799.376 8411.73
30600 645.452 44.9694 -843.152 -798.183 8356.49
30700 666.781 46.4554 -841.127 -794.672 8532.2
30800 676.263 47.1161 -840.35 -793.234 8442.27
30900 663.681 46.2395 -841.506 -795.266 8542.43
31000 653.004 45.4956 -842.415 -796.919 8492.44
31100 649.965 45.2839 -842.634 -797.35 8495.53
31200 647.076 45.0826 -842.847 -797.765 8498.81
31300 642.89 44.791 -843.11 -798.319 8499.09
31400 637.248 44.3979 -843.501 -799.103 8499.09
31500 641.585 44.7 -843.259 -798.559 8586.25
31600 656.53 45.7413 -841.957 -796.216 8722.57
31700 670.966 46.747 -840.748 -794.001 8722.57
31800 663.07 46.1969 -841.324 -795.127 8613.49
31900 636.744 44.3627 -843.58 -799.217 8516.77
32000 634.601 44.2134 -843.867 -799.653 8516.77
32100 645.774 44.9919 -842.845 -797.853 8476.24
32200 661.297 46.0734 -841.724 -795.651 8434.06
32300 667.909 46.534 -841.192 -794.658 8429.63
32400 642.835 44.7871 -843.072 -798.285 8424.21
32500 627.547 43.7219 -844.359 -800.637 8352.72
32600 636.985 44.3795 -843.557 -799.177 8341.09
32700 655.62 45.6778 -841.985 -796.307 8341.09
32800 663.173 46.2041 -841.479 -795.275 8349.28
32900 657.028 45.7759 -842.041 -796.265 8545.84
33000 631.906 44.0257 -843.847 -799.822 8545.84
33100 615.811 42.9043 -845.262 -802.357 8545.84
33200 628.386 43.7804 -844.475 -800.695 8545.84
33300 646.011 45.0083 -842.865 -797.856 8567.97
33400 660.345 46.007 -841.815 -795.808 8521.1
33500 664.253 46.2793 -841.605 -795.325 8437.56
33600 640.638 44.634 -843.306 -798.672 8531.66
33700 625.18 43.557 -844.513 -800.956 8531.66
33800 637.017 44.3817 -843.735 -799.353 8554.09
33900 652.961 45.4926 -842.397 -796.905 8560.79
34000 660.503 46.0181 -841.793 -795.775 8560.79
34100 657.662 45.8201 -841.982 -796.162 8548.29
34200 641.992 44.7284 -843.248 -798.52 8531.72
34300 612.62 42.682 -845.603 -802.922 8520.1
34400 620.342 43.22 -844.895 -801.675 8476.39
34500 644.511 44.9039 -843.08 -798.177 8516.89
34600 659.913 45.9769 -841.774 -795.797 8556.55
34700 661.335 46.076 -841.645 -795.569 8474.05
34800 646.351 45.032 -842.926 -797.894 8468.52
34900 626.473 43.6471 -844.469 -800.822 8457.79
35000 630.087 43.8989 -844.272 -800.374 8457.79
35100 643.196 44.8122 -843.203 -798.391 8485.67
35200 650.695 45.3347 -842.555 -797.22 8626.89
35300 652.677 45.4728 -842.352 -796.879 8626.89
35400 652.72 45.4758 -842.376 -796.9 8614.32
35500 643.697 44.8472 -843.138 -798.291 8584.99
35600 628.912 43.8171 -844.157 -800.34 8584.99
35700 633.487 44.1358 -844.007 -799.871 8669.06
35800 655.974 45.7025 -842.17 -796.467 8695.75
35900 667.058 46.4748 -841.109 -794.634 8553.38
36000 663.231 46.2081 -841.415 -795.207 8614.01
36100 654.108 45.5725 -842.28 -796.707 8677.05
36200 649.285 45.2365 -842.543 -797.307 8612.31
36300 649.142 45.2265 -842.676 -797.449 8578.75
36400 649.423 45.2461 -842.617 -797.371 8430.04
36500 651.683 45.4035 -842.617 -797.214 8650.45
36600 652.93 45.4904 -842.36 -796.87 8564.51
36700 652.838 45.484 -842.506 -797.022 8536.76
36800 646.636 45.052 -842.95 -797.898 8621.89
36900 636.599 44.3526 -843.713 -799.361 8689.24
37000 631.621 44.0058 -844.135 -800.129 8475.99
37100 644.852 44.9276 -842.942 -798.014 8510.92
37200 668.182 46.553 -841.127 -794.574 8595.84
37300 668.861 46.6003 -841.101 -794.501 8604.64
37400 651.744 45.4078 -842.578 -797.171 8548.13
37500 640.565 44.629 -843.53 -798.901 8507.21
37600 642.496 44.7634 -843.169 -798.405 8507.21
37700 651.426 45.3856 -842.647 -797.261 8579.12
37800 661.266 46.0712 -841.688 -795.616 8536.02
37900 677.999 47.237 -840.49 -793.253 8491.65
38000 683.344 47.6094 -840.073 -792.463 8517.49
38100 657.774 45.8279 -842.016 -796.188 8582.22
38200 643.841 44.8572 -843.123 -798.266 8619.33
38300 642.244 44.7459 -843.443 -798.697 8590.55
38400 649.729 45.2674 -842.829 -797.561 8662.68
38500 669.297 46.6307 -841.071 -794.44 8661.67
38600 680.135 47.3858 -840.327 -792.941 8655.7
38700 659.551 45.9517 -841.984 -796.032 8562.25
38800 643.051 44.8022 -843.344 -798.542 8552.74
38900 644.614 44.911 -843.31 -798.399 8671.23
39000 654.225 45.5806 -842.469 -796.889 8660.71
39100 665.518 46.3674 -841.331 -794.963 8648.01
39200 675.697 47.0766 -840.934 -793.857 8640.78
39300 656.969 45.7718 -842.148 -796.376 8646.45
39400 637.641 44.4252 -843.73 -799.304 8613.8
39500 637.38 44.407 -843.628 -799.221 8593.83
39600 654.714 45.6147 -842.572 -796.957 8584.99
39700 673.974 46.9566 -840.591 -793.634 8593.45
39800 677.004 47.1677 -840.491 -793.323 8635.22
39900 644.358 44.8932 -843.132 -798.238 8406.3
40000 636.46 44.343 -843.687 -799.344 8406.3
40100 633.538 44.1394 -843.988 -799.849 8706.89
40200 612.476 42.672 -845.814 -803.142 8706.89
40300 601.654 41.918 -846.612 -804.694 8613.01
40400 594.487 41.4186 -847.192 -805.774 8584.96
40500 591.85 41.2349 -847.411 -806.176 8485.2
40600 591.301 41.1967 -847.357 -806.16 8258.06
40700 602.561 41.9812 -846.509 -804.528 8369.54
40800 618.387 43.0837 -845.407 -802.323 8399.18
40900 616.509 42.9529 -845.355 -802.402 8476.49
41000 594.391 41.412 -847.2 -805.788 8500.56
41100 585.428 40.7875 -848.11 -807.322 8410.42
41200 591.82 41.2328 -847.492 -806.259 8497.81
41300 605.29 42.1713 -846.42 -804.249 8477.8
41400 615.989 42.9167 -845.601 -802.684 8698.2
41500 617.891 43.0492 -845.236 -802.187 8705.29
41600 604.188 42.0945 -846.313 -804.219 8577.29
41700 588.701 41.0155 -847.742 -806.727 8569.12
41800 584.352 40.7125 -847.998 -807.286 8368.75
41900 598.124 41.672 -846.819 -805.147 8321.74
42000 617.484 43.0209 -845.351 -802.33 8522.17
42100 616.923 42.9817 -845.393 -802.411 8650.31
42200 608.406 42.3884 -846.159 -803.77 8703.33
42300 600.177 41.815 -846.708 -804.893 8531.12
42400 598.102 41.6705 -847.062 -805.391 8456.37
42500 596.627 41.5677 -846.983 -805.415 8483.83
42600 604.81 42.1378 -846.328 -804.19 8487.23
42700 618.924 43.1212 -845.242 -802.121 8474.49
42800 617.375 43.0133 -845.342 -802.329 8452.76
42900 596.717 41.574 -846.927 -805.353 8398.98
43000 587.134 40.9063 -847.778 -806.872 8482.26
43100 591.752 41.2281 -847.336 -806.108 8486.98
43200 603.482 42.0453 -846.492 -804.447 8411.2
43300 625.419 43.5737 -844.802 -801.228 8441.36
43400 648.29 45.1672 -842.869 -797.702 8492.71
43500 636.159 44.322 -843.907 -799.585 8441.49
43600 617.843 43.0459 -845.333 -802.287 8422.39
43700 600.21 41.8174 -846.722 -804.904 8439.88
43800 590.166 41.1176 -847.485 -806.368 8454.44
43900 589.859 41.0962 -847.645 -806.549 8460.87
44000 604.517 42.1174 -846.436 -804.318 8465.99
44100 624.491 43.509 -844.954 -801.445 8528.96
44200 617.36 43.0122 -845.343 -802.331 8440.22
44300 601.565 41.9118 -846.554 -804.643 8551.39
44400 597.403 41.6218 -846.996 -805.374 8451.14
44500 597.289 41.6139 -846.949 -805.335 8400.86
44600 601.174 41.8845 -846.558 -804.674 8544.66
44700 617.073 42.9922 -845.457 -802.464 8498.71
44800 631.127 43.9714 -844.397 -800.425 8484.82
44900 614.894 42.8404 -845.539 -802.699 8529.76
45000 596.751 41.5763 -847.146 -805.57 8512.92
45100 593.03 41.3171 -847.389 -806.072 8550.46
45200 596.889 41.586 -846.961 -805.375 8484.77
45300 616.457 42.9493 -845.617 -802.667 8459.41
45400 631.215 43.9775 -844.321 -800.344 8504.06
45500 614.175 42.7903 -845.597 -802.807 8498.36
45600 594.255 41.4025 -847.165 -805.763 8465.03
45700 594.387 41.4116 -847.22 -805.809 8465.03
45800 600.431 41.8328 -846.621 -804.788 8465.03
45900 610.592 42.5407 -845.984 -803.443 8461.95
46000 619.463 43.1588 -845.262 -802.104 8457.53
46100 614.372 42.804 -845.725 -802.921 8464.08
46200 592.281 41.2649 -847.441 -806.177 8566.68
46300 585.426 40.7874 -848.064 -807.276 8566.68
46400 593.746 41.367 -847.289 -805.922 8520.56
46500 613.426 42.7381 -845.763 -803.025 8481.28
46600 622.036 43.338 -845.01 -801.672 8520.76
46700 616.545 42.9554 -845.585 -802.629 8534.62
46800 610.044 42.5025 -846.092 -803.59 8584.54
46900 596.966 41.5913 -847.006 -805.415 8587.41
47000 586.694 40.8757 -847.774 -806.898 8413.42
47100 588.153 40.9774 -847.738 -806.761 8327.72
47200 607.331 42.3135 -846.015 -803.702 8443.45
47300 620.929 43.2609 -845.085 -801.824 8448.28
47400 613.688 42.7564 -845.799 -803.043 8379.87
47500 598.649 41.7086 -846.818 -805.11 8453.16
47600 594.713 41.4344 -847.153 -805.718 8473.83
47700 596.78 41.5784 -846.984 -805.406 8556.71
47800 603.758 42.0646 -846.533 -804.469 8559.11
47900 614.896 42.8405 -845.667 -802.826 8513.65
48000 629.089 43.8294 -844.523 -800.693 8521.5
48100 619.702 43.1754 -845.204 -802.028 8522.37
48200 596.954 41.5905 -846.974 -805.384 8522.37
48300 591.511 41.2113 -847.469 -806.258 8522.37
48400 595.733 41.5055 -847.077 -805.572 8499.61
48500 613.176 42.7207 -845.748 -803.027 8492.03
48600 630.411 43.9215 -844.291 -800.37 8492.03
48700 619.179 43.1389 -845.225 -802.086 8492.03
48800 598.063 41.6678 -846.868 -805.2 8492.03
48900 595.817 41.5113 -847.089 -805.578 8492.03
49000 598.994 41.7326 -846.935 -805.203 8492.03
49100 605.553 42.1896 -846.212 -804.022 8492.03
49200 614.902 42.841 -845.525 -802.684 8492.03
49300 615.482 42.8814 -845.436 -802.554 8492.03
49400 597.411 41.6224 -846.946 -805.323 8578.73
49500 584.221 40.7034 -848.012 -807.308 8638.97
49600 589.004 41.0367 -847.775 -806.738 8542.67
49700 606.05 42.2242 -846.138 -803.913 8495.23
49800 620.077 43.2015 -845.188 -801.987 8523.41
49900 615.53 42.8847 -845.619 -802.734 8623.3
50000 603.286 42.0317 -846.524 -804.493 8534.88
50100 588.443 40.9975 -847.59 -806.592 8362.43
50200 566.241 39.4507 -849.468 -810.017 8362.43
50300 553.764 38.5814 -850.598 -812.016 8363.42
50400 542.596 37.8033 -851.448 -813.645 8365.63
50500 537.165 37.4249 -851.719 -814.294 8365.63
50600 548.094 38.1864 -850.963 -812.776 8365.43
50700 568.332 39.5964 -849.401 -809.805 8365.16
50800 567.052 39.5072 -849.423 -809.916 8365.16
50900 553.144 38.5382 -850.426 -811.888 8328.35
51000 548.108 38.1874 -851.032 -812.845 8325.15
51100 547.883 38.1717 -851.005 -812.833 8333.67
51200 550.619 38.3623 -850.795 -812.433 8446.85
51300 555.351 38.692 -850.366 -811.674 8446.85
51400 565.681 39.4117 -849.481 -810.07 8560.6
51500 568.735 39.6245 -849.248 -809.624 8573.23
51600 552.467 38.491 -850.566 -812.075 8573.23
51700 538.799 37.5388 -851.664 -814.125 8573.23
51800 541.247 37.7093 -851.566 -813.857 8517.4
