# Time-averaged data for fix info
# TimeStep v_temp v_ke v_pe v_etotal v_vol
28500 422.465 8.62806 -302.95 -294.322 24252.1
28600 429.35 8.76865 -303.01 -294.241 24252.1
28700 424.682 8.67333 -303.117 -294.444 24252.1
28800 418.718 8.55151 -303.249 -294.698 24252.1
28900 417.573 8.52813 -303.388 -294.86 24252.1
29000 407.133 8.31493 -303.365 -295.05 24252.1
29100 391.308 7.99173 -303.488 -295.496 24252.1
29200 386.279 7.88902 -303.735 -295.846 24252.1
29300 402.626 8.22288 -303.353 -295.13 24252.1
29400 426.375 8.70789 -302.826 -294.118 24252.1
29500 427.79 8.7368 -302.721 -293.984 24252.1
29600 415.143 8.47851 -303.108 -294.629 24252.1
29700 391.539 7.99644 -303.923 -295.927 24252.1
29800 384.042 7.84333 -303.943 -296.099 24252.1
29900 397.587 8.11995 -303.661 -295.541 24252.1
30000 411.812 8.41048 -303.294 -294.884 24252.1
30100 424.107 8.66159 -303.007 -294.345 24252.1
30200 423.642 8.65209 -303.118 -294.466 24252.1
30300 390.476 7.97474 -303.925 -295.951 24252.1
30400 382.291 7.80757 -304.128 -296.321 24252.1
30500 399.084 8.15053 -303.605 -295.454 24252.1
30600 417.88 8.53441 -303.162 -294.628 24252.1
30700 419.865 8.57495 -303.06 -294.485 24252.1
30800 411.273 8.39947 -303.263 -294.864 24252.1
30900 378.11 7.72218 -303.827 -296.104 24252.1
31000 367.799 7.51161 -304.303 -296.791 24252.1
31100 386.772 7.89908 -304.086 -296.187 24252.1
31200 396.164 8.0909 -303.588 -295.497 24252.1
31300 407.01 8.3124 -303.201 -294.889 24252.1
31400 418.49 8.54687 -302.978 -294.431 24252.1
31500 423.111 8.64123 -302.904 -294.262 24252.1
31600 406.097 8.29376 -303.408 -295.115 24252.1
31700 382.269 7.80712 -303.821 -296.014 24252.1
31800 385.726 7.87772 -303.69 -295.812 24252.1
31900 408.8 8.34897 -303.101 -294.752 24252.1
32000 419.435 8.56617 -302.835 -294.268 24252.1
32100 419.194 8.56124 -303.154 -294.593 24252.1
32200 400.871 8.18703 -303.489 -295.302 24252.1
32300 392.903 8.02429 -303.919 -295.895 24252.1
32400 387.94 7.92294 -303.951 -296.028 24252.1
32500 398.954 8.14788 -303.493 -295.346 24252.1
32600 422.083 8.62025 -303.052 -294.431 24252.1
32700 423.511 8.64941 -302.935 -294.285 24252.1
32800 403.503 8.24079 -303.339 -295.098 24252.1
32900 390.36 7.97235 -303.736 -295.763 24252.1
33000 394.635 8.05968 -303.751 -295.692 24252.1
33100 413.259 8.44004 -303.37 -294.93 24252.1
33200 444.201 9.07196 -302.529 -293.457 24252.1
33300 435.435 8.89294 -302.698 -293.806 24252.1
33400 409.02 8.35346 -303.17 -294.816 24252.1
33500 398.889 8.14655 -303.436 -295.29 24252.1
33600 395.558 8.07851 -303.644 -295.565 24252.1
33700 393.899 8.04464 -303.719 -295.675 24252.1
33800 400.712 8.18378 -303.312 -295.128 24252.1
33900 420.243 8.58267 -302.959 -294.376 24252.1
34000 421.073 8.59962 -302.804 -294.205 24252.1
34100 401.914 8.20832 -303.38 -295.172 24252.1
34200 384.024 7.84296 -303.903 -296.06 24252.1
34300 386.667 7.89693 -303.976 -296.079 24252.1
34400 392.331 8.01261 -303.518 -295.505 24252.1
34500 415.304 8.48179 -303.272 -294.79 24252.1
34600 438.972 8.96516 -302.76 -293.794 24252.1
34700 462.179 9.43914 -302.206 -292.767 24252.1
34800 433.569 8.85483 -302.742 -293.887 24252.1
34900 406.586 8.30374 -303.347 -295.043 24252.1
35000 392.383 8.01368 -303.627 -295.614 24252.1
35100 386.135 7.88607 -303.933 -296.047 24252.1
35200 385.273 7.86846 -304.073 -296.204 24252.1
35300 391.081 7.98709 -303.877 -295.89 24252.1
35400 410.516 8.38401 -303.184 -294.8 24252.1
35500 419.492 8.56732 -302.911 -294.344 24252.1
35600 405.002 8.2714 -303.351 -295.08 24252.1
35700 382.209 7.80588 -303.915 -296.109 24252.1
35800 387.474 7.91342 -303.962 -296.049 24252.1
35900 394.038 8.04748 -303.797 -295.75 24252.1
36000 400.955 8.18874 -303.353 -295.164 24252.1
36100 426.641 8.71333 -302.711 -293.997 24252.1
36200 441.539 9.01759 -302.716 -293.699 24252.1
36300 407.358 8.31951 -303.468 -295.149 24252.1
36400 393.231 8.03099 -303.761 -295.73 24252.1
36500 382.846 7.8189 -303.935 -296.116 24252.1
36600 379.985 7.76046 -303.852 -296.091 24252.1
36700 396.26 8.09287 -303.562 -295.469 24252.1
36800 417.632 8.52933 -303.122 -294.593 24252.1
36900 415.024 8.47609 -303.185 -294.709 24252.1
37000 378.971 7.73976 -303.824 -296.084 24252.1
37100 375.926 7.67757 -304.08 -296.402 24252.1
37200 386.492 7.89338 -303.802 -295.908 24252.1
37300 404.067 8.25231 -303.38 -295.127 24252.1
37400 411.033 8.39456 -303.26 -294.866 24252.1
37500 390.829 7.98194 -303.716 -295.734 24252.1
37600 369.6 7.54838 -304.375 -296.826 24252.1
37700 374.537 7.64921 -304.349 -296.7 24252.1
37800 390.666 7.97862 -303.705 -295.726 24252.1
37900 408.284 8.33842 -303.432 -295.094 24252.1
38000 401.309 8.19597 -303.473 -295.277 24252.1
38100 400.224 8.17381 -303.737 -295.563 24252.1
38200 393.767 8.04194 -303.853 -295.811 24252.1
38300 381.134 7.78393 -304.019 -296.235 24252.1
38400 369.545 7.54726 -304.065 -296.518 24252.1
38500 375.381 7.66645 -304.295 -296.629 24252.1
38600 388.182 7.92789 -303.956 -296.028 24252.1
38700 406.027 8.29233 -303.54 -295.248 24252.1
38800 400.117 8.17163 -303.434 -295.262 24252.1
38900 374.348 7.64535 -303.926 -296.28 24252.1
39000 364.303 7.44021 -304.327 -296.887 24252.1
39100 372.775 7.61322 -304.269 -296.656 24252.1
39200 383.916 7.84076 -304.048 -296.207 24252.1
39300 382.62 7.8143 -303.819 -296.005 24252.1
39400 380.918 7.77953 -303.688 -295.908 24252.1
39500 390.992 7.98526 -303.776 -295.791 24252.1
39600 384.918 7.86122 -304.089 -296.228 24252.1
39700 350.56 7.15951 -304.736 -297.576 24252.1
39800 348.23 7.11194 -304.706 -297.594 24252.1
39900 372.363 7.60482 -304.264 -296.659 24252.1
40000 388.617 7.93676 -304.076 -296.139 24252.1
